VOR_Picker,VOR_Lines,Date
967,127,9/12/2008
INJ,32,9/12/2008
986,252,9/16/2008
140,307,9/16/2008
952,235,9/16/2008
913,276,9/16/2008
508,239,9/16/2008
315,8,9/16/2008
469,156,9/16/2008
INJ,166,9/16/2008
913,276,9/17/2008
140,159,9/17/2008
992,50,9/17/2008
315,29,9/17/2008
INJ,222,9/17/2008
508,219,9/17/2008
469,365,9/17/2008
986,414,9/17/2008
985,200,9/17/2008
921,104,9/17/2008
967,87,9/17/2008
952,247,9/19/2008
913,277,9/19/2008
315,193,9/19/2008
469,141,9/19/2008
3001,10,9/19/2008
6572,2,9/19/2008
3556,2,9/19/2008
986,477,9/19/2008
140,144,9/19/2008
967,127,9/19/2008
508,154,9/19/2008
3001,69,9/19/2008
6572,21,9/19/2008
3556,11,9/19/2008
140,138,9/22/2008
469,167,9/22/2008
913,374,9/22/2008
986,402,9/22/2008
952,236,9/22/2008
508,127,9/22/2008
992,25,9/22/2008
921,76,9/22/2008
967,171,9/22/2008
INJ,97,9/22/2008
140,76,9/23/2008
986,265,9/23/2008
508,129,9/23/2008
110,15,9/23/2008
469,188,9/23/2008
952,246,9/23/2008
913,348,9/23/2008
921,144,9/23/2008
110,8,9/23/2008
967,172,9/23/2008
inj,145,9/23/2008
986,407,9/24/2008
508,153,9/24/2008
469,219,9/24/2008
315,7,9/24/2008
110,14,9/24/2008
992,53,9/24/2008
inj,117,9/24/2008
140,197,9/24/2008
913,317,9/24/2008
952,264,9/24/2008
967,180,9/24/2008
921,82,9/24/2008
140,241,9/25/2008
913,335,9/25/2008
986,457,9/25/2008
508,209,9/25/2008
469,220,9/25/2008
921,76,9/25/2008
315,3,9/25/2008
967,122,9/25/2008
inj,105,9/25/2008
469,156,9/26/2008
508,312,9/26/2008
140,159,9/26/2008
986,404,9/26/2008
913,318,9/26/2008
992,25,9/26/2008
315,87,9/26/2008
967,98,9/26/2008
inj,69,9/26/2008
140,253,9/29/2008
469,176,9/29/2008
315,168,9/29/2008
inj,139,9/29/2008
986,477,9/29/2008
952,315,9/29/2008
913,355,9/29/2008
921,135,9/29/2008
508,108,9/29/2008
140,130,9/30/2008
913,346,9/30/2008
952,316,9/30/2008
508,102,9/30/2008
986,356,9/30/2008
315,5,9/30/2008
921,110,9/30/2008
469,134,9/30/2008
315,5,9/30/2008
967,89,9/30/2008
inj,128,9/30/2008
140,145,10/1/2008
952,314,10/1/2008
913,290,10/1/2008
inj,118,10/1/2008
986,300,10/1/2008
508,101,10/1/2008
469,106,10/1/2008
921,108,10/1/2008
315,19,10/1/2008
967,149,10/1/2008
986,411,10/2/2008
508,127,10/2/2008
952,280,10/2/2008
315,26,10/2/2008
921,58,10/2/2008
inj,114,10/2/2008
140,158,10/2/2008
967,184,10/2/2008
913,279,10/2/2008
469,129,10/2/2008
140,182,10/3/2008
469,76,10/3/2008
952,266,10/3/2008
921,25,10/3/2008
315,25,10/3/2008
inj,108,10/3/2008
986,283,10/3/2008
967,140,10/3/2008
913,247,10/3/2008
315,7,10/3/2008
508,77,10/3/2008
508,128,10/6/2008
469,185,10/6/2008
986,352,10/6/2008
967,168,10/6/2008
110,5,10/6/2008
921,116,10/6/2008
inj,99,10/6/2008
140,139,10/6/2008
913,263,10/6/2008
952,318,10/6/2008
913,327,10/7/2008
952,256,10/7/2008
967,173,10/7/2008
986,458,10/7/2008
140,143,10/7/2008
469,200,10/7/2008
508,149,10/7/2008
110,6,10/7/2008
921,82,10/7/2008
inj,126,10/7/2008
140,160,10/8/2008
986,420,10/8/2008
508,322,10/8/2008
967,84,10/8/2008
921,159,10/8/2008
110,31,10/8/2008
469,236,10/8/2008
913,366,10/8/2008
inj,131,10/8/2008
986,385,10/9/2008
913,326,10/9/2008
952,291,10/9/2008
921,101,10/9/2008
967,181,10/9/2008
110,162,10/9/2008
inj,125,10/9/2008
140,211,10/9/2008
508,186,10/9/2008
469,184,10/9/2008
986,97,10/22/2008
967,114,10/22/2008
921,134,10/22/2008
inj,59,10/22/2008
140,80,10/22/2008
477,153,10/22/2008
913,122,10/22/2008
315,1,10/22/2008
8016,25,1/31/2008
437,25,1/31/2008
446,44,2/1/2008
508,92,2/1/2008
140,3,2/1/2008
140,3,2/1/2008
816,27,2/1/2008
282,125,2/1/2008
3556,1,2/1/2008
508,109,2/1/2008
508,34,2/1/2008
140,1,2/1/2008
140,23,2/1/2008
6572,3,2/1/2008
469,51,2/1/2008
8016,25,2/1/2008
140,2,2/1/2008
140,12,2/1/2008
temp2,25,2/1/2008
8016,25,2/1/2008
3001,16,2/1/2008
temp2,24,2/1/2008
140,17,2/1/2008
3001,12,2/1/2008
6572,2,2/1/2008
3556,4,2/1/2008
469,53,2/1/2008
8016,25,2/1/2008
437,50,2/1/2008
971,50,2/1/2008
446,90,2/1/2008
140,4,2/1/2008
282,12,2/1/2008
282,50,2/1/2008
temp2,28,2/1/2008
140,4,2/1/2008
140,13,2/1/2008
8016,25,2/1/2008
508,50,2/1/2008
140,10,2/1/2008
3001,113,2/1/2008
971,55,2/1/2008
6572,47,2/1/2008
3556,20,2/1/2008
3001,11,2/1/2008
8016,30,2/1/2008
140,9,2/1/2008
140,2,2/1/2008
140,3,2/1/2008
temp2,33,2/1/2008
971,100,2/1/2008
140,15,2/1/2008
140,16,2/1/2008
971,59,2/1/2008
282,64,2/1/2008
437,42,2/1/2008
508,62,2/1/2008
110,2,2/1/2008
437,30,2/1/2008
469,50,2/1/2008
140,59,2/1/2008
971,90,2/1/2008
6572,1,2/1/2008
3556,1,2/1/2008
77,12,2/1/2008
3001,34,2/4/2008
282,52,2/4/2008
140,10,2/4/2008
508,115,2/4/2008
3001,5,2/4/2008
3556,2,2/4/2008
6572,20,2/4/2008
282,100,2/4/2008
3001,15,2/4/2008
8016,25,2/4/2008
140,29,2/4/2008
469,50,2/4/2008
140,134,2/4/2008
8016,42,2/4/2008
469,51,2/4/2008
437,50,2/4/2008
282,80,2/4/2008
921,25,2/4/2008
437,50,2/4/2008
921,25,2/4/2008
446,42,2/4/2008
3001,99,2/4/2008
6572,46,2/4/2008
3556,36,2/4/2008
code7,34,2/4/2008
971,52,2/4/2008
8016,31,2/4/2008
469,66,2/4/2008
971,98,2/4/2008
8016,39,2/4/2008
282,100,2/4/2008
8016,33,2/4/2008
508,107,2/4/2008
974,11,2/4/2008
446,75,2/4/2008
437,75,2/4/2008
140,11,2/4/2008
110,39,2/4/2008
469,51,2/4/2008
282,50,2/4/2008
446,48,2/4/2008
508,52,2/4/2008
304,55,2/4/2008
209,50,2/4/2008
446,75,2/4/2008
508,53,2/4/2008
140,9,2/4/2008
446,22,2/5/2008
971,48,2/5/2008
3001,163,2/5/2008
6572,65,2/5/2008
3556,58,2/5/2008
code7,14,2/5/2008
209,35,2/5/2008
513,102,2/5/2008
437,70,2/5/2008
8016,28,2/5/2008
971,75,2/5/2008
469,103,2/5/2008
8016,25,2/5/2008
508,75,2/5/2008
8016,25,2/5/2008
446,100,2/5/2008
971,50,2/5/2008
469,50,2/5/2008
209,25,2/5/2008
8016,25,2/5/2008
140,4,2/5/2008
209,26,2/5/2008
140,8,2/5/2008
110,7,2/5/2008
8016,25,2/5/2008
971,101,2/5/2008
282,78,2/5/2008
140,25,2/5/2008
8016,28,2/5/2008
446,51,2/5/2008
282,25,2/5/2008
508,25,2/5/2008
209,25,2/5/2008
8016,25,2/5/2008
508,43,2/5/2008
282,25,2/5/2008
140,17,2/5/2008
971,71,2/5/2008
3001,19,2/5/2008
6572,5,2/5/2008
437,70,2/5/2008
140,32,2/5/2008
282,95,2/5/2008
437,44,2/5/2008
209,25,2/5/2008
282,44,2/6/2008
508,55,2/6/2008
971,60,2/6/2008
3001,52,2/6/2008
6572,33,2/6/2008
3556,11,2/6/2008
8016,25,2/6/2008
8017,25,2/6/2008
513,50,2/6/2008
508,91,2/6/2008
140,5,2/6/2008
513,53,2/6/2008
140,4,2/6/2008
8017,25,2/6/2008
971,50,2/6/2008
508,76,2/6/2008
469,50,2/6/2008
446,51,2/6/2008
8016,36,2/6/2008
140,12,2/6/2008
437,52,2/6/2008
8017,25,2/6/2008
140,49,2/6/2008
8017,25,2/6/2008
252,75,2/6/2008
446,50,2/6/2008
469,50,2/6/2008
508,52,2/6/2008
8017,25,2/6/2008
446,50,2/6/2008
971,50,2/6/2008
282,106,2/6/2008
140,6,2/6/2008
8017,26,2/6/2008
8016,25,2/6/2008
508,25,2/6/2008
469,25,2/6/2008
3556,8,2/6/2008
6572,19,2/6/2008
3001,102,2/6/2008
140,20,2/6/2008
tech,1,2/6/2008
446,130,2/6/2008
971,103,2/6/2008
8016,27,2/6/2008
8017,25,2/6/2008
bo,225,2/6/2008
bo,87,2/6/2008
8016,25,2/6/2008
140,31,2/6/2008
8017,26,2/6/2008
6572,1,2/6/2008
3556,2,2/6/2008
8016,25,2/6/2008
471,50,2/6/2008
437,58,2/6/2008
140,15,2/6/2008
8016,25,2/6/2008
140,22,2/6/2008
446,46,2/7/2008
508,55,2/7/2008
971,50,2/7/2008
3001,78,2/7/2008
6572,49,2/7/2008
3556,16,2/7/2008
140,53,2/7/2008
8016,25,2/7/2008
8017,25,2/7/2008
971,115,2/7/2008
437,75,2/7/2008
8017,25,2/7/2008
508,101,2/7/2008
80107,28,2/7/2008
140,7,2/7/2008
8016,25,2/7/2008
140,9,2/7/2008
8017,27,2/7/2008
508,78,2/7/2008
8016,35,2/7/2008
304,50,2/7/2008
8017,35,2/7/2008
921,25,2/7/2008
140,10,2/7/2008
446,55,2/7/2008
469,52,2/7/2008
971,51,2/7/2008
304,25,2/7/2008
508,25,2/7/2008
446,28,2/7/2008
8017,25,2/7/2008
469,53,2/7/2008
3001,99,2/7/2008
6572,48,2/7/2008
3556,31,2/7/2008
140,10,2/7/2008
8016,25,2/7/2008
446,75,2/7/2008
971,50,2/7/2008
8017,25,2/7/2008
469,51,2/7/2008
140,1,2/7/2008
437,75,2/7/2008
8016,25,2/7/2008
140,49,2/7/2008
971,50,2/7/2008
140,2,2/7/2008
437,75,2/7/2008
8016,27,2/7/2008
921,37,2/7/2008
8017,25,2/7/2008
110,9,2/7/2008
140,28,2/7/2008
446,25,2/7/2008
971,47,2/8/2008
3001,81,2/8/2008
6572,14,2/8/2008
3556,20,2/8/2008
508,118,2/8/2008
8017,24,2/8/2008
8016,28,2/8/2008
446,125,2/8/2008
140,15,2/8/2008
971,58,2/8/2008
8017,27,2/8/2008
227,10,2/8/2008
140,28,2/8/2008
227,26,2/8/2008
8017,28,2/8/2008
140,4,2/8/2008
971,44,2/8/2008
140,15,2/8/2008
8017,14,2/8/2008
8017,26,2/8/2008
227,13,2/8/2008
446,10,2/8/2008
8016,32,2/8/2008
140,18,2/8/2008
8017,50,2/8/2008
110,1,2/8/2008
227,20,2/8/2008
508,75,2/8/2008
8016,26,2/8/2008
974,25,2/8/2008
227,28,2/8/2008
446,50,2/8/2008
974,25,2/8/2008
508,50,2/8/2008
921,25,2/8/2008
8017,45,2/8/2008
437,25,2/8/2008
446,25,2/8/2008
3556,32,2/8/2008
6572,39,2/8/2008
3001,17,2/8/2008
14,4,2/8/2008
3001,77,2/8/2008
209,50,2/8/2008
209,64,2/8/2008
227,6,2/8/2008
140,13,2/8/2008
446,75,2/8/2008
437,50,2/8/2008
140,14,2/8/2008
437,50,2/8/2008
140,7,2/8/2008
8016,32,2/8/2008
304,51,2/8/2008
140,3,2/8/2008
508,37,2/8/2008
8016,25,2/8/2008
8017,22,2/8/2008
437,25,2/8/2008
140,3,2/8/2008
3001,56,2/11/2008
3001,36,2/11/2008
3556,20,2/11/2008
6572,85,2/11/2008
971,43,2/11/2008
140,6,2/11/2008
971,54,2/11/2008
6572,3,2/11/2008
3556,2,2/11/2008
227,36,2/11/2008
469,101,2/11/2008
3001,15,2/11/2008
3556,1,2/11/2008
971,50,2/11/2008
446,50,2/11/2008
469,143,2/11/2008
971,50,2/11/2008
140,19,2/11/2008
3556,2,2/11/2008
3001,14,2/11/2008
8016,25,2/11/2008
140,12,2/11/2008
140,1,2/11/2008
446,50,2/11/2008
971,51,2/11/2008
8017,50,2/11/2008
140,9,2/11/2008
140,24,2/11/2008
508,75,2/11/2008
971,60,2/11/2008
469,75,2/11/2008
446,75,2/11/2008
469,51,2/11/2008
3001,16,2/11/2008
6572,24,2/11/2008
3556,8,2/11/2008
140,68,2/11/2008
8017,50,2/11/2008
8016,36,2/11/2008
477,52,2/11/2008
8017,50,2/11/2008
8016,36,2/11/2008
971,50,2/11/2008
110,18,2/11/2008
8017,50,2/11/2008
508,51,2/11/2008
8016,23,2/11/2008
140,18,2/11/2008
8016,35,2/11/2008
8017,50,2/11/2008
437,50,2/11/2008
446,50,2/11/2008
508,86,2/11/2008
921,50,2/11/2008
304,50,2/11/2008
8016,25,2/11/2008
437,51,2/11/2008
304,25,2/11/2008
113,110,2/12/2008
971,58,2/12/2008
140,5,2/12/2008
3001,43,2/12/2008
6572,38,2/12/2008
3556,1,2/12/2008
140,43,2/12/2008
8016,25,2/12/2008
140,15,2/12/2008
8017,50,2/12/2008
8016,25,2/12/2008
140,22,2/12/2008
469,63,2/12/2008
140,6,2/12/2008
446,77,2/12/2008
140,3,2/12/2008
8016,25,2/12/2008
437,50,2/12/2008
304,50,2/12/2008
8016,25,2/12/2008
140,4,2/12/2008
140,5,2/12/2008
8016,25,2/12/2008
140,43,2/12/2008
971,50,2/12/2008
446,50,2/12/2008
513,50,2/12/2008
437,75,2/12/2008
110,2,2/12/2008
469,77,2/12/2008
446,50,2/12/2008
140,25,2/12/2008
469,18,2/12/2008
446,24,2/12/2008
446,25,2/12/2008
971,25,2/12/2008
3001,175,2/12/2008
6572,38,2/12/2008
3556,13,2/12/2008
508,150,2/12/2008
8017,42,2/12/2008
8016,27,2/12/2008
110,37,2/12/2008
8016,30,2/12/2008
971,76,2/12/2008
8017,39,2/12/2008
971,48,2/12/2008
8016,25,2/12/2008
304,52,2/12/2008
921,50,2/12/2008
971,52,2/12/2008
508,100,2/12/2008
921,50,2/12/2008
469,76,2/12/2008
8017,51,2/12/2008
304,50,2/12/2008
8016,25,2/12/2008
508,92,2/12/2008
8017,50,2/12/2008
469,122,2/13/2008
282,22,2/13/2008
446,30,2/13/2008
3001,89,2/13/2008
6572,67,2/13/2008
3556,19,2/13/2008
140,60,2/13/2008
227,23,2/13/2008
446,125,2/13/2008
6572,4,2/13/2008
3556,1,2/13/2008
8017,50,2/13/2008
508,152,2/13/2008
8016,25,2/13/2008
6572,1,2/13/2008
227,11,2/13/2008
3001,11,2/13/2008
3556,1,2/13/2008
140,11,2/13/2008
446,50,2/13/2008
3556,3,2/13/2008
6572,7,2/13/2008
3001,3,2/13/2008
8017,50,2/13/2008
6572,7,2/13/2008
3556,1,2/13/2008
971,62,2/13/2008
282,52,2/13/2008
8016,50,2/13/2008
469,50,2/13/2008
508,33,2/13/2008
110,8,2/13/2008
140,4,2/13/2008
446,44,2/13/2008
971,49,2/13/2008
3001,46,2/13/2008
6572,14,2/13/2008
3556,26,2/13/2008
477,70,2/13/2008
8016,40,2/13/2008
8017,54,2/13/2008
971,122,2/13/2008
140,4,2/13/2008
140,12,2/13/2008
140,16,2/13/2008
8016,26,2/13/2008
8017,50,2/13/2008
8016,25,2/13/2008
140,1,2/13/2008
8016,50,2/13/2008
282,52,2/13/2008
508,101,2/13/2008
437,76,2/13/2008
140,1,2/13/2008
446,50,2/13/2008
140,27,2/13/2008
8017,51,2/13/2008
446,157,2/13/2008
282,125,2/13/2008
971,50,2/13/2008
446,29,2/14/2008
282,86,2/14/2008
971,38,2/14/2008
3001,126,2/14/2008
6572,31,2/14/2008
3556,41,2/14/2008
140,25,2/14/2008
971,53,2/14/2008
140,9,2/14/2008
227,40,2/14/2008
469,49,2/14/2008
8016,25,2/14/2008
446,31,2/14/2008
209,15,2/14/2008
437,76,2/14/2008
282,64,2/14/2008
140,27,2/14/2008
469,53,2/14/2008
209,2,2/14/2008
446,53,2/14/2008
508,87,2/14/2008
140,2,2/14/2008
446,100,2/14/2008
437,77,2/14/2008
508,23,2/14/2008
508,25,2/14/2008
3001,29,2/14/2008
6572,25,2/14/2008
3556,8,2/14/2008
971,50,2/14/2008
8016,50,2/14/2008
477,61,2/14/2008
900,50,2/14/2008
3001,14,2/14/2008
6572,3,2/14/2008
900,50,2/14/2008
209,2,2/14/2008
282,34,2/14/2008
6572,2,2/14/2008
3556,1,2/14/2008
282,40,2/14/2008
971,50,2/14/2008
8016,50,2/14/2008
900,37,2/14/2008
140,1,2/14/2008
971,50,2/14/2008
3001,14,2/14/2008
6572,6,2/14/2008
3556,3,2/14/2008
971,52,2/14/2008
209,3,2/14/2008
282,75,2/14/2008
469,39,2/14/2008
209,1,2/14/2008
209,10,2/14/2008
140,20,2/14/2008
508,49,2/14/2008
971,76,2/14/2008
971,51,2/15/2008
3001,21,2/15/2008
3001,23,2/15/2008
6572,16,2/15/2008
3556,11,2/15/2008
477,49,2/15/2008
8017,55,2/15/2008
971,104,2/15/2008
140,3,2/15/2008
140,8,2/15/2008
140,8,2/15/2008
140,2,2/15/2008
508,76,2/15/2008
304,59,2/15/2008
282,50,2/15/2008
469,50,2/15/2008
140,7,2/15/2008
282,50,2/15/2008
3001,75,2/15/2008
6572,44,2/15/2008
3556,26,2/15/2008
3556,1,2/15/2008
6572,1,2/15/2008
3001,11,2/15/2008
282,55,2/15/2008
140,23,2/15/2008
8017,50,2/15/2008
3001,30,2/15/2008
140,20,2/15/2008
971,78,2/15/2008
140,6,2/15/2008
900,50,2/15/2008
921,50,2/15/2008
3556,1,2/15/2008
140,2,2/15/2008
140,1,2/15/2008
971,51,2/15/2008
3001,7,2/15/2008
3556,6,2/15/2008
469,91,2/15/2008
900,50,2/15/2008
282,80,2/15/2008
140,31,2/15/2008
971,53,2/15/2008
900,50,2/15/2008
140,12,2/15/2008
971,50,2/15/2008
140,11,2/15/2008
508,75,2/15/2008
282,105,2/15/2008
140,12,2/15/2008
971,22,2/15/2008
140,7,2/15/2008
304,24,2/15/2008
3001,116,2/18/2008
6572,19,2/18/2008
3556,14,2/18/2008
900,51,2/18/2008
437,100,2/18/2008
446,47,2/18/2008
209,25,2/18/2008
900,52,2/18/2008
140,20,2/18/2008
110,17,2/18/2008
469,54,2/18/2008
140,1,2/18/2008
temp3,25,2/18/2008
900,46,2/18/2008
508,100,2/18/2008
469,42,2/18/2008
900,50,2/18/2008
140,5,2/18/2008
140,6,2/18/2008
209,22,2/18/2008
282,75,2/18/2008
469,50,2/18/2008
446,76,2/18/2008
900,50,2/18/2008
469,55,2/18/2008
3001,25,2/18/2008
6572,60,2/18/2008
3556,19,2/18/2008
140,3,2/18/2008
3001,20,2/18/2008
6572,1,2/18/2008
209t,25,2/18/2008
469,101,2/18/2008
ca,3,2/18/2008
110,15,2/18/2008
446,100,2/18/2008
110,78,2/18/2008
ca,22,2/18/2008
209t,25,2/18/2008
140,21,2/18/2008
282,102,2/18/2008
446,50,2/18/2008
110,11,2/18/2008
209t,27,2/18/2008
282,126,2/18/2008
140,11,2/18/2008
110,17,2/18/2008
508,75,2/18/2008
446,52,2/18/2008
900,18,2/18/2008
6572,44,2/19/2008
3556,8,2/19/2008
140,27,2/19/2008
8018,30,2/19/2008
446,74,2/19/2008
6572,2,2/19/2008
3556,4,2/19/2008
140,4,2/19/2008
3556,2,2/19/2008
3001,18,2/19/2008
110,46,2/19/2008
209,75,2/19/2008
3001,2,2/19/2008
8018,25,2/19/2008
140,22,2/19/2008
508,76,2/19/2008
6572,3,2/19/2008
3556,1,2/19/2008
282,50,2/19/2008
110,20,2/19/2008
8018,25,2/19/2008
140,17,2/19/2008
209,101,2/19/2008
6572,14,2/19/2008
3556,5,2/19/2008
3001,7,2/19/2008
900,42,2/19/2008
282,77,2/19/2008
508,75,2/19/2008
8018,25,2/19/2008
209,75,2/19/2008
446,100,2/19/2008
282,150,2/19/2008
900,25,2/19/2008
209,29,2/19/2008
508,50,2/19/2008
508,45,2/19/2008
3001,87,2/19/2008
3001,42,2/19/2008
6572,20,2/19/2008
3556,27,2/19/2008
900,50,2/19/2008
437,100,2/19/2008
3001,5,2/19/2008
140,10,2/19/2008
140,16,2/19/2008
900,48,2/19/2008
508,75,2/19/2008
209,75,2/19/2008
8018,25,2/19/2008
446,80,2/19/2008
140,6,2/19/2008
900,47,2/19/2008
110,14,2/19/2008
446,50,2/19/2008
304,51,2/19/2008
446,75,2/19/2008
304,50,2/19/2008
900,50,2/19/2008
140,18,2/19/2008
140,1,2/19/2008
282,27,2/20/2008
3001,113,2/20/2008
3001,63,2/20/2008
6572,18,2/20/2008
3556,23,2/20/2008
900,50,2/20/2008
437,100,2/20/2008
8018,25,2/20/2008
140,2,2/20/2008
900,51,2/20/2008
140,3,2/20/2008
140,17,2/20/2008
437,50,2/20/2008
469,52,2/20/2008
508,101,2/20/2008
900,50,2/20/2008
8018,25,2/20/2008
446,100,2/20/2008
469,36,2/20/2008
140,3,2/20/2008
8018,25,2/20/2008
900,50,2/20/2008
282,102,2/20/2008
446,75,2/20/2008
469,75,2/20/2008
921,50,2/20/2008
140,38,2/20/2008
304,50,2/20/2008
508,75,2/20/2008
110,16,2/20/2008
446,76,2/20/2008
469,66,2/20/2008
508,73,2/20/2008
508,26,2/20/2008
446,73,2/20/2008
469,75,2/20/2008
6572,35,2/20/2008
3556,30,2/20/2008
140,8,2/20/2008
209,29,2/20/2008
140,5,2/20/2008
469,38,2/20/2008
8018,25,2/20/2008
140,8,2/20/2008
140,6,2/20/2008
446,75,2/20/2008
282,84,2/20/2008
140,4,2/20/2008
140,6,2/20/2008
8018,25,2/20/2008
900,51,2/20/2008
469,41,2/21/2008
446,25,2/21/2008
3001,14,2/21/2008
6572,41,2/21/2008
3556,18,2/21/2008
282,78,2/21/2008
140,12,2/21/2008
469,91,2/21/2008
508,99,2/21/2008
3001,16,2/21/2008
3556,4,2/21/2008
110,9,2/21/2008
110,70,2/21/2008
446,26,2/21/2008
209t,27,2/21/2008
140,17,2/21/2008
237,50,2/21/2008
6572,1,2/21/2008
3556,2,2/21/2008
3001,10,2/21/2008
307,25,2/21/2008
3001,14,2/21/2008
3556,3,2/21/2008
304,52,2/21/2008
6572,6,2/21/2008
3556,1,2/21/2008
3001,7,2/21/2008
140,24,2/21/2008
140,1,2/21/2008
900,43,2/21/2008
508,78,2/21/2008
469,76,2/21/2008
900,25,2/21/2008
140,11,2/21/2008
282,75,2/21/2008
900,25,2/21/2008
446,25,2/21/2008
282,28,2/21/2008
508,23,2/21/2008
3001,60,2/21/2008
3556,24,2/21/2008
3001,35,2/21/2008
6572,14,2/21/2008
437,100,2/21/2008
900,55,2/21/2008
8018,21,2/21/2008
140,25,2/21/2008
b,29,2/21/2008
n,25,2/21/2008
209t,25,2/21/2008
900,45,2/21/2008
8018,11,2/21/2008
110,10,2/21/2008
8018,25,2/21/2008
900,51,2/21/2008
446,50,2/21/2008
8018,25,2/21/2008
900,52,2/21/2008
8018,25,2/21/2008
282,78,2/21/2008
446,49,2/21/2008
8016,26,2/21/2008
282,50,2/21/2008
304,50,2/21/2008
446,49,2/21/2008
110,12,2/21/2008
209,51,2/21/2008
508,47,2/21/2008
446,23,2/22/2008
508,34,2/22/2008
6572,59,2/22/2008
3556,18,2/22/2008
209,28,2/22/2008
temp3,25,2/22/2008
469,59,2/22/2008
209,9,2/22/2008
209,6,2/22/2008
209,1,2/22/2008
437,50,2/22/2008
temp3,25,2/22/2008
921,51,2/22/2008
446,76,2/22/2008
282,177,2/22/2008
437,50,2/22/2008
900,55,2/22/2008
temp3,25,2/22/2008
209,4,2/22/2008
209,2,2/22/2008
209,7,2/22/2008
508,94,2/22/2008
446,101,2/22/2008
temp3,25,2/22/2008
900,50,2/22/2008
209,23,2/22/2008
921,25,2/22/2008
110,6,2/22/2008
900,50,2/22/2008
508,26,2/22/2008
282,22,2/22/2008
3001,142,2/22/2008
6572,10,2/22/2008
3556,8,2/22/2008
900,50,2/22/2008
437,100,2/22/2008
900,49,2/22/2008
209,6,2/22/2008
209,15,2/22/2008
900,50,2/22/2008
469,75,2/22/2008
209,3,2/22/2008
209,2,2/22/2008
469,52,2/22/2008
110,4,2/22/2008
469,24,2/25/2008
971,60,2/25/2008
110,21,2/25/2008
110,29,2/25/2008
3001,67,2/25/2008
900,50,2/25/2008
437,50,2/25/2008
8019,24,2/25/2008
140,34,2/25/2008
971,84,2/25/2008
8019,30,2/25/2008
900,50,2/25/2008
469,75,2/25/2008
900,50,2/25/2008
304,50,2/25/2008
437,74,2/25/2008
140,28,2/25/2008
971,24,2/25/2008
469,22,2/25/2008
282,259,2/25/2008
3001,53,2/25/2008
6572,45,2/25/2008
3556,38,2/25/2008
900,70,2/25/2008
437,100,2/25/2008
3556,5,2/25/2008
971,75,2/25/2008
3556,7,2/25/2008
6572,1,2/25/2008
140,20,2/25/2008
8019,25,2/25/2008
446,100,2/25/2008
282,50,2/25/2008
140,9,2/25/2008
437,75,2/25/2008
971,79,2/25/2008
209,76,2/25/2008
6572,3,2/25/2008
3001,30,2/25/2008
282,102,2/25/2008
921,57,2/25/2008
304,51,2/25/2008
140,5,2/25/2008
8019,26,2/25/2008
110,1,2/25/2008
110,8,2/25/2008
446,77,2/25/2008
140,9,2/25/2008
900,50,2/25/2008
971,75,2/25/2008
469,75,2/25/2008
282,86,2/25/2008
282,45,2/26/2008
508,27,2/26/2008
971,46,2/26/2008
140,5,2/26/2008
3001,4,2/26/2008
6572,38,2/26/2008
3556,10,2/26/2008
140,19,2/26/2008
900,51,2/26/2008
437,50,2/26/2008
469,50,2/26/2008
140,3,2/26/2008
921,28,2/26/2008
469,78,2/26/2008
282,51,2/26/2008
508,50,2/26/2008
508,50,2/26/2008
3001,190,2/26/2008
6572,38,2/26/2008
3556,17,2/26/2008
code7,34,2/26/2008
900,80,2/26/2008
8019,25,2/26/2008
282,52,2/26/2008
971,50,2/26/2008
900,49,2/26/2008
8019,28,2/26/2008
971,51,2/26/2008
446,50,2/26/2008
921,50,2/26/2008
508,50,2/26/2008
282,152,2/26/2008
971,50,2/26/2008
437,50,2/26/2008
8019,26,2/26/2008
446,100,2/26/2008
304,53,2/26/2008
900,50,2/26/2008
140,19,2/26/2008
437,50,2/26/2008
8019,32,2/26/2008
971,33,2/26/2008
110,24,2/26/2008
304,50,2/26/2008
469,100,2/26/2008
446,22,2/27/2008
469,22,2/27/2008
282,25,2/27/2008
971,56,2/27/2008
209,47,2/27/2008
209,97,2/27/2008
971,42,2/27/2008
8019,26,2/27/2008
437,50,2/27/2008
900,50,2/27/2008
140,58,2/27/2008
176,50,2/27/2008
ca,4,2/27/2008
446,26,2/27/2008
282,48,2/27/2008
900,42,2/27/2008
437,52,2/27/2008
469,25,2/27/2008
140,4,2/27/2008
508,25,2/27/2008
282,26,2/27/2008
469,31,2/27/2008
971,16,2/27/2008
8019,25,2/27/2008
971,50,2/27/2008
900,50,2/27/2008
282,51,2/27/2008
140,56,2/27/2008
437,52,2/27/2008
508,80,2/27/2008
8019,27,2/27/2008
974,25,2/27/2008
971,50,2/27/2008
446,50,2/27/2008
900,50,2/27/2008
8019,26,2/27/2008
971,59,2/27/2008
446,52,2/27/2008
508,20,2/27/2008
282,34,2/27/2008
3001,77,2/27/2008
3001,35,2/27/2008
3556,49,2/27/2008
6572,49,2/27/2008
469,50,2/27/2008
971,28,2/27/2008
3001,24,2/27/2008
971,26,2/27/2008
3001,22,2/27/2008
6572,4,2/27/2008
3556,1,2/27/2008
140,1,2/27/2008
140,3,2/27/2008
6572,7,2/27/2008
3556,16,2/27/2008
282,52,2/27/2008
3001,18,2/27/2008
3556,1,2/27/2008
6572,9,2/27/2008
110,13,2/27/2008
282,50,2/27/2008
